texte_normalise,texte,categorie_id,categorie_label
"projet de loi de financement de la sécurité sociale, adopté par l'assemblée nationale en nouvelle lecture, pour 2022","projet de loi de financement de la sécurité sociale, adopté par l'Assemblée nationale en nouvelle lecture, pour 2022",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement de la sécurité sociale, adopté par l'assemblée nationale, pour 2021","projet de loi de financement de la sécurité sociale, adopté par l'Assemblée nationale, pour 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement de la sécurité sociale, adopté par l'assemblée nationale, pour 2022","projet de loi de financement de la sécurité sociale, adopté par l'Assemblée nationale, pour 2022",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement de la sécurité sociale, considéré comme adopté par l'assemblée nationale en application de l'article 49, alinéa 3 de la constitution en nouvelle lecture, pour 2023","projet de loi de financement de la sécurité sociale, considéré comme adopté par l'Assemblée nationale en application de l'article 49, alinéa 3 de la Constitution en nouvelle lecture, pour 2023",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement de la sécurité sociale, considéré comme adopté par l'assemblée nationale en application de l'article 49, alinéa 3, de la constitution, pour 2023","projet de loi de financement de la sécurité sociale, considéré comme adopté par l'Assemblée nationale en application de l'article 49, alinéa 3, de la Constitution, pour 2023",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement de la sécurité sociale, considéré comme adopté par l'assemblée nationale, en application de l'article 49, alinéa 3 de la constitution, pour 2023","projet de loi de financement de la sécurité sociale, considéré comme adopté par l'Assemblée nationale, en application de l'article 49, alinéa 3 de la Constitution, pour 2023",finances_fiscalite,Finances publiques & fiscalité
projet de loi de financement de sécurité sociale pour 2024,projet de loi de financement de sécurité sociale pour 2024,finances_fiscalite,Finances publiques & fiscalité
"projet de loi de financement rectificative de la sécurité sociale pour 2023 dont le sénat a été saisi en application de l'article 47-1, alinéa 2, de la constitution","projet de loi de financement rectificative de la sécurité sociale pour 2023 dont le Sénat a été saisi en application de l'article 47-1, alinéa 2, de la Constitution",solidarites_droits_sociaux,Solidarités & droits sociaux
"projet de loi de financement rectificative de la sécurité sociale, dont le sénat est saisi en application de l'article 47-1, alinéa 2, de la constitution, pour 2023","projet de loi de financement rectificative de la sécurité sociale, dont le Sénat est saisi en application de l'article 47-1, alinéa 2, de la Constitution, pour 2023",solidarites_droits_sociaux,Solidarités & droits sociaux
projet de loi de finances de fin de gestion pour 2023,projet de loi de finances de fin de gestion pour 2023,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances de fin de gestion pour 2024,projet de loi de finances de fin de gestion pour 2024,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances de fin de gestion pour 2025,projet de loi de finances de fin de gestion pour 2025,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances pour 2023,projet de loi de finances pour 2023,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances pour 2024,projet de loi de finances pour 2024,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances pour 2025,projet de loi de finances pour 2025,finances_fiscalite,Finances publiques & fiscalité
projet de loi de finances pour 2026,projet de loi de finances pour 2026,finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances rectificative, adopté par l'assemblée nationale en nouvelle lecture, pour 2021","projet de loi de finances rectificative, adopté par l'Assemblée nationale en nouvelle lecture, pour 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances rectificative, adopté par l'assemblée nationale, pour 2020 (4)","projet de loi de finances rectificative, adopté par l'Assemblée nationale, pour 2020 (4)",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances rectificative, adopté par l'assemblée nationale, pour 2021","projet de loi de finances rectificative, adopté par l'Assemblée nationale, pour 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances, adopté par l'assemblée nationale en nouvelle lecture, pour 2021","projet de loi de finances, adopté par l'Assemblée nationale en nouvelle lecture, pour 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances, adopté par l'assemblée nationale en nouvelle lecture, pour 2022","projet de loi de finances, adopté par l'Assemblée nationale en nouvelle lecture, pour 2022",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances, adopté par l'assemblée nationale, pour 2021","projet de loi de finances, adopté par l'Assemblée nationale, pour 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances, adopté par l'assemblée nationale, pour 2022","projet de loi de finances, adopté par l'Assemblée nationale, pour 2022",finances_fiscalite,Finances publiques & fiscalité
"projet de loi de finances, considéré comme adopté par l'assemblée nationale en application de l'article 49, alinéa 3 de la constitution, en nouvelle lecture, pour 2023","projet de loi de finances, considéré comme adopté par l'Assemblée nationale en application de l'article 49, alinéa 3 de la Constitution, en nouvelle lecture, pour 2023",finances_fiscalite,Finances publiques & fiscalité
projet de loi de lutte contre la vie chère dans les outre-mer,projet de loi de lutte contre la vie chère dans les outre-mer,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi de programmation des finances publiques pour les années 2023 à 2027,projet de loi de programmation des finances publiques pour les années 2023 à 2027,finances_fiscalite,Finances publiques & fiscalité
projet de loi de programmation des finances publiques pour les années 2023 à 2027 (procédure accélérée),projet de loi de programmation des finances publiques pour les années 2023 à 2027 (procédure accélérée),finances_fiscalite,Finances publiques & fiscalité
projet de loi de programmation pour la refondation de mayotte,projet de loi de programmation pour la refondation de Mayotte,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
"projet de loi de programmation, adopté par l'assemblée nationale après engagement de la procédure accélérée, de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur","projet de loi de programmation, adopté par l'Assemblée nationale après engagement de la procédure accélérée, de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur",education_enfance_jeunesse,"Éducation, enfance & jeunesse"
"projet de loi de ratification de l'accord de partenariat stratégique entre l'union européenne et ses états membres, d'une part, et le canada, d'autre part","projet de loi de ratification de l'accord de partenariat stratégique entre l'Union européenne et ses États membres, d'une part, et le Canada, d'autre part",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
projet de loi de règlement du budget et d'approbation des comptes de l'année 2021,projet de loi de règlement du budget et d'approbation des comptes de l'année 2021,finances_fiscalite,Finances publiques & fiscalité
projet de loi de règlement du budget et d'approbation des comptes de l'année 2022,projet de loi de règlement du budget et d'approbation des comptes de l'année 2022,finances_fiscalite,Finances publiques & fiscalité
projet de loi de simplification de la vie économique,projet de loi de simplification de la vie économique,travail_economie_entreprises,"Travail, économie & entreprises"
projet de loi de sécurisation du travail le 1er mai des salariés volontaires des boulangers-pâtissiers artisanaux et des artisans fleuristes grâce au dialogue social de branche,projet de loi de sécurisation du travail le 1er mai des salariés volontaires des boulangers-pâtissiers artisanaux et des artisans fleuristes grâce au dialogue social de branche,travail_economie_entreprises,"Travail, économie & entreprises"
projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la constitution,projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la constitution (procédure accélérée),projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution (procédure accélérée),institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi organique portant report du renouvellement général des membres du congrès et des assemblées de province de la nouvelle-calédonie,projet de loi organique portant report du renouvellement général des membres du congrès et des assemblées de province de la Nouvelle-Calédonie,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi organique relatif au département-région de mayotte,projet de loi organique relatif au Département-Région de Mayotte,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi organique relatif au renforcement des juridictions criminelles,projet de loi organique relatif au renforcement des juridictions criminelles,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi organique relatif à l'ouverture, la modernisation et la responsabilité du corps judiciaire (procédure accélérée)","projet de loi organique relatif à l'ouverture, la modernisation et la responsabilité du corps judiciaire (procédure accélérée)",securite_justice_ordre_public,"Sécurité, justice & ordre public"
projet de loi organique relatif à la simplification des expérimentations mises en oeuvre sur le fondement du quatrième alinéa de l'article 72 de la constitution (procédure accélérée),projet de loi organique relatif à la simplification des expérimentations mises en œuvre sur le fondement du quatrième alinéa de l'article 72 de la Constitution (procédure accélérée),institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
"projet de loi organique, adopté par l'assemblée nationale après engagement de la procédure accélérée, portant diverses mesures relatives à l'élection du président de la république","projet de loi organique, adopté par l'Assemblée nationale après engagement de la procédure accélérée, portant diverses mesures relatives à l'élection du Président de la République",vie_politique_procedure,Vie politique & procédure institutionnelle
"projet de loi organique, adopté par l'assemblée nationale après engagement de la procédure accélérée, pour la confiance dans l'institution judiciaire","projet de loi organique, adopté par l'Assemblée nationale après engagement de la procédure accélérée, pour la confiance dans l'institution judiciaire",securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi organique, adopté par l'assemblée nationale après engagement de la procédure accélérée, relatif au conseil économique, social et environnemental","projet de loi organique, adopté par l'Assemblée nationale après engagement de la procédure accélérée, relatif au Conseil économique, social et environnemental",institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
"projet de loi organique, adopté par l'assemblée nationale après engagement de la procédure accélérée, relatif aux délais d'organisation des élections législatives et sénatoriales partielles","projet de loi organique, adopté par l'Assemblée nationale après engagement de la procédure accélérée, relatif aux délais d'organisation des élections législatives et sénatoriales partielles",vie_politique_procedure,Vie politique & procédure institutionnelle
"projet de loi organique, adopté par l'assemblée nationale en nouvelle lecture, relatif au conseil économique, social et environnemental","projet de loi organique, adopté par l'Assemblée nationale en nouvelle lecture, relatif au Conseil économique, social et environnemental",institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi portant approbation des comptes de la sécurité sociale de l'année 2025,projet de loi portant approbation des comptes de la sécurité sociale de l'année 2025,finances_fiscalite,Finances publiques & fiscalité
"projet de loi portant diverses dispositions d'adaptation au droit de l'union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (procédure accélérée)","projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (procédure accélérée)",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
"projet de loi portant diverses dispositions d'adaptation au droit de l'union européenne en matière économique, financière, environnementale, énergétique, d'information, de transport, de santé, d'agriculture et de pêche","projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique, financière, environnementale, énergétique, d'information, de transport, de santé, d'agriculture et de pêche",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets,projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets,ecologie_energie_climat,"Écologie, énergie & climat"
projet de loi portant mesures d'urgence pour lutter contre l'inflation concernant les produits de grande consommation,projet de loi portant mesures d'urgence pour lutter contre l'inflation concernant les produits de grande consommation,travail_economie_entreprises,"Travail, économie & entreprises"
projet de loi portant simplification des normes applicables aux collectivités territoriales,projet de loi portant simplification des normes applicables aux collectivités territoriales,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi portant transposition de l'accord national interprofessionnel relatif au partage de la valeur au sein de l'entreprise,projet de loi portant transposition de l'accord national interprofessionnel relatif au partage de la valeur au sein de l'entreprise,travail_economie_entreprises,"Travail, économie & entreprises"
projet de loi portant transposition de l'avenant n° 3 du 25 février 2026 au protocole d'accord du 10 novembre 2023 relatif à l'assurance chômage,projet de loi portant transposition de l'avenant n° 3 du 25 février 2026 au protocole d'accord du 10 novembre 2023 relatif à l'assurance chômage,travail_economie_entreprises,"Travail, économie & entreprises"
"projet de loi pour contrôler l'immigration, améliorer l'intégration","projet de loi pour contrôler l'immigration, améliorer l'intégration",securite_justice_ordre_public,"Sécurité, justice & ordre public"
projet de loi pour le plein emploi,projet de loi pour le plein emploi,travail_economie_entreprises,"Travail, économie & entreprises"
projet de loi ratifiant l'ordonnance n° 2021-1605 du 8 décembre 2021 étendant et adaptant à la fonction publique des communes de polynésie française certaines dispositions statutaires relatives à la fonction publique territoriale,projet de loi ratifiant l'ordonnance n° 2021-1605 du 8 décembre 2021 étendant et adaptant à la fonction publique des communes de Polynésie française certaines dispositions statutaires relatives à la fonction publique territoriale,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
"projet de loi ratifiant l'ordonnance n° 2023-285 du 19 avril 2023 portant extension et adaptation à la polynésie française, à la nouvelle-calédonie et aux îles wallis et futuna de diverses dispositions législatives relatives à la santé","projet de loi ratifiant l'ordonnance n° 2023-285 du 19 avril 2023 portant extension et adaptation à la Polynésie française, à la Nouvelle-Calédonie et aux îles Wallis et Futuna de diverses dispositions législatives relatives à la santé",sante_fin_de_vie,Santé & fin de vie
projet de loi ratifiant les ordonnances n° 2021-45 du 20 janvier 2021 et n° 2021-71 du 27 janvier 2021 portant réforme de la formation des élus locaux (procédure accélérée),projet de loi ratifiant les ordonnances n° 2021-45 du 20 janvier 2021 et n° 2021-71 du 27 janvier 2021 portant réforme de la formation des élus locaux (procédure accélérée),institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi ratifiant les ordonnances prises sur le fondement de l'article 13 de la loi n° 2019-816 du 2 août 2019 relative aux compétences de la collectivité européenne d'alsace,projet de loi ratifiant les ordonnances prises sur le fondement de l'article 13 de la loi n° 2019-816 du 2 août 2019 relative aux compétences de la Collectivité européenne d'Alsace,institutions_collectivites_outre_mer,"Institutions, collectivités & outre-mer"
projet de loi relatif aux jeux olympiques et paralympiques de 2024 (procédure accélérée),projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 (procédure accélérée),autre,Autre / non classé
projet de loi relatif à l'accélération de la production d'énergies renouvelables (procédure accélérée),projet de loi relatif à l'accélération de la production d'énergies renouvelables (procédure accélérée),ecologie_energie_climat,"Écologie, énergie & climat"
projet de loi relatif à l'accélération de la reconstruction des bâtiments dégradés ou démolis au cours des violences urbaines survenues du 27 juin au 5 juillet 2023,projet de loi relatif à l'accélération de la reconstruction des bâtiments dégradés ou démolis au cours des violences urbaines survenues du 27 juin au 5 juillet 2023,logement_urbanisme,Logement & urbanisme
projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (procédure accélérée),projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (procédure accélérée),ecologie_energie_climat,"Écologie, énergie & climat"
projet de loi relatif à l'accélération et à la simplification de la rénovation de l'habitat dégradé et des grandes opérations d'aménagement,projet de loi relatif à l'accélération et à la simplification de la rénovation de l'habitat dégradé et des grandes opérations d'aménagement,logement_urbanisme,Logement & urbanisme
"projet de loi relatif à l'extension des prérogatives, des moyens, de l'organisation et du contrôle des polices municipales et des gardes champêtres","projet de loi relatif à l'extension des prérogatives, des moyens, de l'organisation et du contrôle des polices municipales et des gardes champêtres",securite_justice_ordre_public,"Sécurité, justice & ordre public"
projet de loi relatif à l'industrie verte (procédure accélérée),projet de loi relatif à l'industrie verte (procédure accélérée),ecologie_energie_climat,"Écologie, énergie & climat"
projet de loi relatif à l'organisation de la gouvernance de la sûreté nucléaire et de la radioprotection pour répondre au défi de la relance de la filière nucléaire,projet de loi relatif à l'organisation de la gouvernance de la sûreté nucléaire et de la radioprotection pour répondre au défi de la relance de la filière nucléaire,ecologie_energie_climat,"Écologie, énergie & climat"
projet de loi relatif à l'organisation des jeux olympiques et paralympiques de 2030,projet de loi relatif à l'organisation des jeux Olympiques et Paralympiques de 2030,autre,Autre / non classé
projet de loi relatif à la lutte contre les fraudes sociales et fiscales,projet de loi relatif à la lutte contre les fraudes sociales et fiscales,finances_fiscalite,Finances publiques & fiscalité
projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense,projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense,defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
projet de loi relatif à la régulation de l'enseignement supérieur privé,projet de loi relatif à la régulation de l'enseignement supérieur privé,education_enfance_jeunesse,"Éducation, enfance & jeunesse"
projet de loi relatif à la résilience des infrastructures critiques et au renforcement de la cybersécurité,projet de loi relatif à la résilience des infrastructures critiques et au renforcement de la cybersécurité,numerique_medias_culture,"Numérique, médias & culture"
projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2023,projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2023,finances_fiscalite,Finances publiques & fiscalité
projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2024,projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2024,finances_fiscalite,Finances publiques & fiscalité
projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2025,projet de loi relative aux résultats de la gestion et portant approbation des comptes de l'année 2025,finances_fiscalite,Finances publiques & fiscalité
projet de loi spéciale prévue par l'article 45 de la loi organique n° 2001-692 du 1er août 2001 relative aux lois de finances,projet de loi spéciale prévue par l'article 45 de la loi organique n° 2001-692 du 1er août 2001 relative aux lois de finances,finances_fiscalite,Finances publiques & fiscalité
projet de loi sur la justice criminelle et le respect des victimes,projet de loi sur la justice criminelle et le respect des victimes,securite_justice_ordre_public,"Sécurité, justice & ordre public"
projet de loi visant la relance et la décentralisation du logement,projet de loi visant la relance et la décentralisation du logement,logement_urbanisme,Logement & urbanisme
projet de loi visant à donner à la douane les moyens de faire face aux nouvelles menaces,projet de loi visant à donner à la douane les moyens de faire face aux nouvelles menaces,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi visant à offrir des réponses immédiates aux phénomènes troublant l'ordre public, la sécurité et la tranquillité de nos concitoyens","projet de loi visant à offrir des réponses immédiates aux phénomènes troublant l'ordre public, la sécurité et la tranquillité de nos concitoyens",securite_justice_ordre_public,"Sécurité, justice & ordre public"
projet de loi visant à renforcer la lutte contre les dérives sectaires et à améliorer l'accompagnement des victimes,projet de loi visant à renforcer la lutte contre les dérives sectaires et à améliorer l'accompagnement des victimes,securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi, adopté avec modifications par l'assemblée nationale en deuxième lecture, relatif à la bioéthique","projet de loi, adopté avec modifications par l'Assemblée nationale en deuxième lecture, relatif à la bioéthique",sante_fin_de_vie,Santé & fin de vie
"projet de loi, adopté en nouvelle lecture par l'assemblée nationale, de règlement du budget et d'approbation des comptes de l'année 2021","projet de loi, adopté en nouvelle lecture par l'Assemblée nationale, de règlement du budget et d'approbation des comptes de l'année 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, autorisant l'approbation de la décision (ue, euratom) 2020/2053 du conseil du 14 décembre 2020 relative au système des ressources propres de l'union européenne et abrogeant la décision 2014/335/ue, euratom","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, autorisant l'approbation de la décision (UE, Euratom) 2020/2053 du Conseil du 14 décembre 2020 relative au système des ressources propres de l'Union européenne et abrogeant la décision 2014/335/UE, Euratom",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire",sante_fin_de_vie,Santé & fin de vie
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, confortant le respect des principes de la république","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, confortant le respect des principes de la République",securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, confortant le respect des principes de la république et de lutte contre le séparatisme","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, confortant le respect des principes de la République et de lutte contre le séparatisme",securite_justice_ordre_public,"Sécurité, justice & ordre public"
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales",defense_europe_affaires_etrangeres,"Défense, Europe & affaires étrangères"
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, de règlement du budget et d'approbation des comptes de l'année 2020","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, de règlement du budget et d'approbation des comptes de l'année 2020",finances_fiscalite,Finances publiques & fiscalité
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, de règlement du budget et d'approbation des comptes de l'année 2021","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, de règlement du budget et d'approbation des comptes de l'année 2021",finances_fiscalite,Finances publiques & fiscalité
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19",sante_fin_de_vie,Santé & fin de vie
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, portant diverses dispositions de vigilance sanitaire","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, portant diverses dispositions de vigilance sanitaire",sante_fin_de_vie,Santé & fin de vie
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets",ecologie_energie_climat,"Écologie, énergie & climat"
"projet de loi, adopté par l'assemblée nationale après engagement de la procédure accélérée, portant mesures d'urgence pour la protection du pouvoir d'achat","projet de loi, adopté par l'Assemblée nationale après engagement de la procédure accélérée, portant mesures d'urgence pour la protection du pouvoir d'achat",finances_fiscalite,Finances publiques & fiscalité
